Index,Text
3405,"This abstract is called Untitled #100, It was created by Howardena Pindell, created in 1979. It follows the Lyrical Abstraction style. "
3406,"This figurative is called Autobiography: Africa (Red Frog II), It was created by Howardena Pindell, created in 1986. It follows the Lyrical Abstraction,Postcolonial art style. "
3407,"This figurative is called Untitled (Baseball), It was created by Howardena Pindell, created in 1966. It follows the Lyrical Abstraction style. "
3408,"This abstract is called Untitled, It was created by Fred Sandback, created in 1971. It follows the Minimalism style. "
3409,"This sculpture is called Untitled, It was created by Fred Sandback, created in 1969. It follows the Minimalism style. "
3410,"This sculpture is called Untitled (Wall Construction), It was created by Fred Sandback, created in 1985. It follows the Minimalism style. "
3411,"This sculpture is called Untitled, It was created by Fred Sandback, created in 1968. It follows the Minimalism style. "
3412,"This abstract is called Untitled, It was created by Fred Sandback, created in 1972. It follows the Minimalism style. "
3413,"This sculpture is called Untitled (Vertical Corner Piece) [RLL], It was created by Fred Sandback, created in 1969. It follows the Minimalism style. "
3414,"This sculpture is called Untitled, It was created by Fred Sandback, created in 1972. It follows the Minimalism style. "
3415,"This figurative is called The Chrysalis of Death, It was created by Robert Williams, created in 1993. It follows the Lowbrow Art style. "
3416,"This sculpture is called Blue Day-glo Corner Piece, It was created by Fred Sandback, created in 1968. It follows the Minimalism style. "
3417,"This figurative is called Masterlink in the Pain Chain, It was created by Robert Williams, created in 1993. It follows the Lowbrow Art style. "
3418,"This figurative is called Island of Infantile Avarice, It was created by Robert Williams, created in 1993. It follows the Lowbrow Art style. "
3419,"This figurative is called Autobiography: Water (Ancestors/Middle Passage/Family Ghosts), It was created by Howardena Pindell, created in 1988. It follows the Postcolonial art style. "
3420,"This figurative is called Psychic Pedestrians On a Spiral Horizon (Barycenter), It was created by Robert Williams, created in 1970. It follows the Lowbrow Art style. "
3421,"This abstract is called Untitled, It was created by Fred Sandback, created in 1983. It follows the Minimalism style. "
3422,"This sculpture is called Untitled, It was created by Judith Scott. It follows the Outsider art style. "
3423,"This sculpture is called Untitled, It was created by Judith Scott. It follows the Outsider art style. "
3424,"This figurative is called Mirror Image with Varicose Eyeballs, It was created by Robert Williams, created in 1993. It follows the Lowbrow Art style. "
3425,"This figurative is called Hot Rod Race, It was created by Robert Williams, created in 1976. It follows the Lowbrow Art style. "
3426,"This sculpture is called Untitled, It was created by Judith Scott. It follows the Outsider art style. "
3427,"This sculpture is called Untitled, It was created by Judith Scott. It follows the Outsider art style. "
3428,"This sculpture is called Untitled, It was created by Judith Scott. It follows the Outsider art style. "
3429,"This sculpture is called Untitled, It was created by Judith Scott, created in 2005. It follows the Outsider art style. "
3430,"This abstract is called Untitled, It was created by Fred Sandback, created in 1975. It follows the Minimalism style. "
3431,"This figurative is called Nine Indo Nostril Pickineers, It was created by Robert Williams, created in 1993. It follows the Lowbrow Art style. "
3432,"This sculpture is called Untitled, It was created by Judith Scott, created in 1992. It follows the Outsider art style. "
3433,"This sculpture is called Untitled, It was created by Judith Scott. It follows the Outsider art style. "
3434,"This installation is called Letter to a Friend, It was created by Allen Ruppersberg, created in 2005. It follows the Conceptual Art style. "
3435,"This figurative is called Art's Triumph over Substance, It was created by Robert Williams, created in 2000. It follows the Lowbrow Art style. "
3436,"This sculpture is called Untitled, It was created by Judith Scott. It follows the Outsider art style. "
3437,"This installation is called Free Poetry (Detail), It was created by Allen Ruppersberg, created in 2006. It follows the Conceptual Art style. "
3438,"This installation is called Why Is Everything The Same? (Poster Objects), It was created by Allen Ruppersberg, created in 1991. It follows the Conceptual Art style. "
3439,"This installation is called What Should I Do?, It was created by Allen Ruppersberg, created in 1988. It follows the Conceptual Art style. "
3440,"This sculpture is called Untitled, It was created by Judith Scott, created in 2004. It follows the Outsider art style. "
3441,"This installation is called Honey, I Rearranged the Collection, It was created by Allen Ruppersberg, created in 2002. It follows the Conceptual Art style. "
3442,"This installation is called The New Five-Foot Shelf of Books, It was created by Allen Ruppersberg, created in 2001. It follows the Conceptual Art style. "
3443,"This figurative is called Perineum Tartare, It was created by Robert Williams, created in 1993. It follows the Lowbrow Art style. "
3444,"This installation is called Al's Grand Hotel, It was created by Allen Ruppersberg, created in 1971. It follows the Conceptual Art style. "
3445,"This installation is called Tewlwolow Kernow, It was created by James Turrell, created in 2013. It follows the Light and Space,Environmental (Land) Art style. "
3446,"This installation is called The Color Beneath, It was created by James Turrell. It follows the Light and Space,Environmental (Land) Art style. "
3447,"This installation is called Where's Al?, It was created by Allen Ruppersberg, created in 1972. It follows the Conceptual Art style. "
3448,"This installation is called Air Apparent, It was created by James Turrell, created in 2012. It follows the Light and Space,Environmental (Land) Art style. "
3449,"This installation is called Apani, It was created by James Turrell, created in 2011. It follows the Light and Space style. "
3450,"This installation is called Amrta, It was created by James Turrell, created in 2011. It follows the Light and Space style. "
3451,"This installation is called Untitled (Aquarium), It was created by Allen Ruppersberg, created in 1969. It follows the Conceptual Art style. "
3452,"This installation is called Gathered Sky, It was created by James Turrell, created in 2012. It follows the Light and Space,Environmental (Land) Art style. "
3453,"This installation is called Within Without, It was created by James Turrell, created in 2010. It follows the Light and Space,Environmental (Land) Art style. "
3454,"This installation is called Bridget's Bardo, It was created by James Turrell, created in 2009. It follows the Light and Space style. "
3455,"This installation is called Twilight Epiphany, It was created by James Turrell, created in 2012. It follows the Light and Space,Environmental (Land) Art style. "
3456,"This installation is called Dhatu, It was created by James Turrell, created in 2009. It follows the Light and Space style. "
3457,"This installation is called Two Blues, It was created by James Turrell, created in 2008. It follows the Light and Space style. "
3458,"This installation is called Arrowhead, It was created by James Turrell, created in 2009. It follows the Light and Space,Environmental (Land) Art style. "
3459,"This installation is called Straight Flush, It was created by James Turrell, created in 2009. It follows the Light and Space style. "
3460,"This installation is called Seeing Double, It was created by James Turrell, created in 2008. It follows the Light and Space style. "
